slug,name,location,starRating,isSuperior,starLabel,hotelType,classificationText,address,roomsCount,roomsLabel,phone,email,emailUrl,specializationTags,certificationTags,accessibilityTags,amenityTags,priceCategory,priceSourceType,priceNightly,priceNightlyChf,sourceCurrency,matchedText,gmName,gmTitle,gmSourceUrl,websiteUrl,mySwitzerlandUrl,detailUrl,externalPriceUrl
"hotel-albergo-per-la-gioventu-baden","Albergo per la Gioventù Baden","Baden",,"false","Hostel","Hostel","Classificato come Hostel da HotellerieSuisse","Kanalstrasse 7, 5400 Baden","16","Numero di camere/appartamenti **16**","+41562216736","baden@youthhostel.ch","mailto:baden@youthhostel.ch","","Categoria Ostello della gioventù svizzera BASIC | ibex fairstay gold | Swisstainable Livello III - leading","Valutazione su Ginto","Categoria Ostello della gioventù svizzera BASIC | ibex fairstay gold | Swisstainable Livello III - leading | Valutazione su Ginto",,"unclassified",,,,,,,,"https://www.youthhostel.ch/de/hostels/baden/","https://www.myswitzerland.com/it/alloggi/baden-youth-hostel-1/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-albergo-per-la-gioventu-baden",
"hotel-albergo-per-la-gioventu-basilea","Albergo per la Gioventù Basilea","Basel",,"false","Hostel","Hostel","Classificato come Hostel da HotellerieSuisse","Maja Sacher-Platz 10, 4052 Basel","66","Numero di camere/appartamenti **66**","+41612720572","basel@youthhostel.ch","mailto:basel@youthhostel.ch","Biking | Design","Categoria Ostello della gioventù svizzera TOP | ibex fairstay platinum | Swisstainable Livello III - leading","Valutazione su Ginto","Biking | Categoria Ostello della gioventù svizzera TOP | Design | ibex fairstay platinum | Swisstainable Livello III - leading | Valutazione su Ginto",,"unclassified",,,,,,,,"https://www.youthhostel.ch/de/hostels/basel/","https://www.myswitzerland.com/it/alloggi/basel-youth-hostel-1/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-albergo-per-la-gioventu-basilea",
"hotel-albergo-per-la-gioventu-beinwil-am-see","Albergo per la Gioventù Beinwil am See","Beinwil am See",,"false","Hostel","Hostel","Classificato come Hostel da HotellerieSuisse","Seestrasse 71, 5712 Beinwil am See","15","Numero di camere/appartamenti **15**","+41627711883","beinwil@youthhostel.ch","mailto:beinwil@youthhostel.ch","Family-friendly","Categoria Ostello della gioventù svizzera BASIC | ibex fairstay gold | Swisstainable Livello III - leading","Valutazione su Ginto","Categoria Ostello della gioventù svizzera BASIC | Family-friendly | ibex fairstay gold | Swisstainable Livello III - leading | Valutazione su Ginto",,"unclassified",,,,,,,,"https://www.youthhostel.ch/de/hostels/beinwil-am-see/","https://www.myswitzerland.com/it/alloggi/beinwil-am-see-youth-hostel-1/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-albergo-per-la-gioventu-beinwil-am-see",
"hotel-albergo-per-la-gioventu-bellinzona","Albergo per la Gioventù Bellinzona","Bellinzona",,"false","Hostel","Hostel","Classificato come Hostel da HotellerieSuisse","Via Nocca 4, 6500 Bellinzona","41","Numero di camere/appartamenti **41**","+41918251522","bellinzona@youthhostel.ch","mailto:bellinzona@youthhostel.ch","","Categoria Ostello della gioventù svizzera BASIC | ibex fairstay bronze | Swisstainable Livello III - leading","","Categoria Ostello della gioventù svizzera BASIC | ibex fairstay bronze | Swisstainable Livello III - leading",,"unclassified",,,,,,,,"https://www.youthhostel.ch/de/hostels/bellinzona/","https://www.myswitzerland.com/it/alloggi/bellinzona-youth-hostel-1/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-albergo-per-la-gioventu-bellinzona",
"hotel-albergo-per-la-gioventu-berna","Albergo per la Gioventù Berna","Bern",,"false","Hostel","Hostel","Classificato come Hostel da HotellerieSuisse","Weihergasse 4, 3005 Bern","51","Numero di camere/appartamenti **51**","+41313261111","bern@youthhostel.ch","mailto:bern@youthhostel.ch","Design | Family-friendly","Categoria Ostello della gioventù svizzera TOP | ibex fairstay platinum | Swisstainable Livello III - leading","Valutazione su Ginto","Categoria Ostello della gioventù svizzera TOP | Design | Family-friendly | ibex fairstay platinum | Swisstainable Livello III - leading | Valutazione su Ginto",,"unclassified",,,,,,,,"https://www.youthhostel.ch/de/hostels/bern/","https://www.myswitzerland.com/it/alloggi/berne-youth-hostel-1/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-albergo-per-la-gioventu-berna",
"hotel-albergo-per-la-gioventu-brienz","Albergo per la Gioventù Brienz","Brienz",,"false","Hostel","Hostel","Classificato come Hostel da HotellerieSuisse","Strandweg 10, 3855 Brienz","13","Numero di camere/appartamenti **13**","+41339511152","brienz@youthhostel.ch","mailto:brienz@youthhostel.ch","Family-friendly | Hiking","Categoria Ostello della gioventù svizzera BASIC | ibex fairstay platinum | Swisstainable Livello III - leading","Valutazione su Ginto","Categoria Ostello della gioventù svizzera BASIC | Family-friendly | Hiking | ibex fairstay platinum | Swisstainable Livello III - leading | Valutazione su Ginto",,"unclassified",,,,,,,,"https://www.youthhostel.ch/de/hostels/brienz/","https://www.myswitzerland.com/it/alloggi/brienz-youth-hostel-1/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-albergo-per-la-gioventu-brienz",
"hotel-albergo-per-la-gioventu-brugg","Albergo per la Gioventù Brugg","Brugg",,"false","Hostel","Hostel","Classificato come Hostel da HotellerieSuisse","Im Hof 11, 5200 Brugg","8","Numero di camere/appartamenti **8**","+41564411020","brugg@youthhostel.ch","mailto:brugg@youthhostel.ch","Family-friendly","Categoria Ostello della gioventù svizzera BASIC | ibex fairstay gold | Swisstainable Livello III - leading","Valutazione su Ginto","Categoria Ostello della gioventù svizzera BASIC | Family-friendly | ibex fairstay gold | Swisstainable Livello III - leading | Valutazione su Ginto",,"unclassified",,,,,,,,"https://www.youthhostel.ch/de/hostels/brugg/","https://www.myswitzerland.com/it/alloggi/brugg-youth-hostel-1/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-albergo-per-la-gioventu-brugg",
"hotel-albergo-per-la-gioventu-castello-di-burgdorf","Albergo per la Gioventù Castello di Burgdorf","Burgdorf",,"false","Hostel","Hostel","Classificato come Hostel da HotellerieSuisse","Schlossgässli 1, 3400 Burgdorf","31","Numero di camere/appartamenti **31**","+41344261020","burgdorf@youthhostel.ch","mailto:burgdorf@youthhostel.ch","Biking | Design | Family-friendly | Hiking | Locanda | Seminars","Categoria Ostello della gioventù svizzera TOP | ibex fairstay gold | Swisstainable Livello III - leading","Valutazione su Ginto","Biking | Categoria Ostello della gioventù svizzera TOP | Design | Family-friendly | Hiking | ibex fairstay gold | Locanda | Seminars | Swisstainable Livello III - leading | Valutazione su Ginto",,"unclassified",,,,,,,,"https://www.youthhostel.ch/de/hostels/burgdorf/","https://www.myswitzerland.com/it/alloggi/ostello-della-gioventu-castello-burgdorf-swiss-lodge/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-albergo-per-la-gioventu-castello-di-burgdorf",
"hotel-albergo-per-la-gioventu-crans-montana","Albergo per la Gioventù Crans-Montana","Crans-Montana",,"false","Hostel","Hostel","Classificato come Hostel da HotellerieSuisse","Route du Zotzet 8, 3963 Crans-Montana","54","Numero di camere/appartamenti **54**","+41274813114","cransmontana@youthhostel.ch","mailto:cransmontana@youthhostel.ch","Biking | Design | Family-friendly | Hiking | Snowsports","Categoria Ostello della gioventù svizzera CLASSIC | ibex fairstay gold","Valutazione su Ginto","Biking | Categoria Ostello della gioventù svizzera CLASSIC | Design | Family-friendly | Hiking | ibex fairstay gold | Snowsports | Valutazione su Ginto",,"unclassified",,,,,,,,"https://www.youthhostel.ch/de/hostels/crans-montana/","https://www.myswitzerland.com/it/alloggi/crans-montana-youth-hostel-1/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-albergo-per-la-gioventu-crans-montana",
"hotel-albergo-per-la-gioventu-davos","Albergo per la Gioventù Davos","Davos-Dorf",,"false","Hostel","Hostel","Classificato come Hostel da HotellerieSuisse","Horlaubenstrasse 27, 7260 Davos-Dorf","70","Numero di camere/appartamenti **70**","+41814101920","davos@youthhostel.ch","mailto:davos@youthhostel.ch","Biking | Family-friendly | Hiking | Snowsports","Categoria Ostello della gioventù svizzera CLASSIC | ibex fairstay platinum | Swisstainable Livello III - leading","Valutazione su Ginto","Biking | Categoria Ostello della gioventù svizzera CLASSIC | Family-friendly | Hiking | ibex fairstay platinum | Snowsports | Swisstainable Livello III - leading | Valutazione su Ginto",,"unclassified",,,,,,,,"https://www.youthhostel.ch/de/hostels/davos/","https://www.myswitzerland.com/it/alloggi/albergho-per-la-gioventu-davos-swiss-lodge/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-albergo-per-la-gioventu-davos",
"hotel-albergo-per-la-gioventu-delemont","Albergo per la Gioventù Delémont","Delémont",,"false","Hostel","Hostel","Classificato come Hostel da HotellerieSuisse","Route de Bâle 185, 2800 Delémont","16","Numero di camere/appartamenti **16**","+41324222054","delemont@youthhostel.ch","mailto:delemont@youthhostel.ch","Family-friendly | Hiking","Categoria Ostello della gioventù svizzera BASIC | ibex fairstay gold | Swisstainable Livello III - leading","Valutazione su Ginto","Categoria Ostello della gioventù svizzera BASIC | Family-friendly | Hiking | ibex fairstay gold | Swisstainable Livello III - leading | Valutazione su Ginto",,"unclassified",,,,,,,,"https://www.youthhostel.ch/fr/auberges/delemont/","https://www.myswitzerland.com/it/alloggi/delemont-youth-hostel-1/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-albergo-per-la-gioventu-delemont",
"hotel-albergo-per-la-gioventu-di-ginevra","Albergo per la Gioventù di Ginevra","Châtelaine",,"false",,,,"Chemin Jeanne-Hersch 6, 1219 Châtelaine","61","Numero di camere/appartamenti **61**","+41223541700","geneve@youthhostel.ch","mailto:geneve@youthhostel.ch","","Categoria Ostello della gioventù svizzera TOP","","Categoria Ostello della gioventù svizzera TOP",,"unclassified",,,,,,,,"https://www.youthhostel.ch/de/hostels/jugendherberge-genf","https://www.myswitzerland.com/it/alloggi/jugendherberge-genf/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-albergo-per-la-gioventu-di-ginevra",
"hotel-albergo-per-la-gioventu-engelberg","Albergo per la Gioventù Engelberg","Engelberg",,"false","Hostel","Hostel","Classificato come Hostel da HotellerieSuisse","Dorfstrasse 80, 6390 Engelberg","22","Numero di camere/appartamenti **22**","+41416371292","engelberg@youthhostel.ch","mailto:engelberg@youthhostel.ch","Biking | Family-friendly | Hiking | Snowsports","Categoria Ostello della gioventù svizzera CLASSIC | ibex fairstay gold | Swisstainable Livello III - leading","Valutazione su Ginto","Biking | Categoria Ostello della gioventù svizzera CLASSIC | Family-friendly | Hiking | ibex fairstay gold | Snowsports | Swisstainable Livello III - leading | Valutazione su Ginto",,"unclassified",,,,,,,,"https://www.youthhostel.ch/de/hostels/engelberg/","https://www.myswitzerland.com/it/alloggi/jugendherberge-engelberg/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-albergo-per-la-gioventu-engelberg",
"hotel-albergo-per-la-gioventu-grindelwald","Albergo per la Gioventù Grindelwald","Grindelwald",,"false","Hostel","Hostel","Classificato come Hostel da HotellerieSuisse","Geissstutzstrasse 12, 3818 Grindelwald","34","Numero di camere/appartamenti **34**","+41338531009","grindelwald@youthhostel.ch","mailto:grindelwald@youthhostel.ch","Biking | Hiking | Snowsports","Categoria Ostello della gioventù svizzera CLASSIC | ibex fairstay platinum | Swisstainable Livello III - leading","Valutazione su Ginto","Biking | Categoria Ostello della gioventù svizzera CLASSIC | Hiking | ibex fairstay platinum | Snowsports | Swisstainable Livello III - leading | Valutazione su Ginto",,"unclassified",,,,,,,,"https://www.youthhostel.ch/de/hostels/grindelwald/","https://www.myswitzerland.com/it/alloggi/albergho-per-la-gioventu-grindelwald-swiss-lodge/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-albergo-per-la-gioventu-grindelwald",
"hotel-albergo-per-la-gioventu-interlaken","Albergo per la Gioventù Interlaken","Interlaken",,"false","Hostel","Hostel","Classificato come Hostel da HotellerieSuisse","Untere Bönigstrasse 3a, 3800 Interlaken","60","Numero di camere/appartamenti **60**","+41338261090","interlaken@youthhostel.ch","mailto:interlaken@youthhostel.ch","Biking | Design | Hiking | Snowsports","Categoria Ostello della gioventù svizzera TOP | ibex fairstay platinum | Swisstainable Livello III - leading","Valutazione su Ginto","Biking | Categoria Ostello della gioventù svizzera TOP | Design | Hiking | ibex fairstay platinum | Snowsports | Swisstainable Livello III - leading | Valutazione su Ginto",,"unclassified",,,,,,,,"https://www.youthhostel.ch/de/hostels/interlaken/","https://www.myswitzerland.com/it/alloggi/jugendherberge-interlaken/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-albergo-per-la-gioventu-interlaken",
"hotel-albergo-per-la-gioventu-kreuzlingen","Albergo per la Gioventù Kreuzlingen","Kreuzlingen",,"false","Hostel","Hostel","Classificato come Hostel da HotellerieSuisse","Promenadenstrasse 7, 8280 Kreuzlingen","15","Numero di camere/appartamenti **15**","+41716882663","kreuzlingen@youthhostel.ch","mailto:kreuzlingen@youthhostel.ch","Family-friendly","Categoria Ostello della gioventù svizzera BASIC | ibex fairstay platinum | Swisstainable Livello III - leading","Valutazione su Ginto","Categoria Ostello della gioventù svizzera BASIC | Family-friendly | ibex fairstay platinum | Swisstainable Livello III - leading | Valutazione su Ginto",,"unclassified",,,,,,,,"https://www.youthhostel.ch/de/auberges/kreuzlingen/","https://www.myswitzerland.com/it/alloggi/kreuzlingen-youth-hostel-1/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-albergo-per-la-gioventu-kreuzlingen",
"hotel-albergo-per-la-gioventu-leissigen","Albergo per la Gioventù Leissigen","Leissigen",,"false","Hostel","Hostel","Classificato come Hostel da HotellerieSuisse","Oberfeldweg 9, 3706 Leissigen","15","Numero di camere/appartamenti **15**","+41338471214","leissigen@youthhostel.ch","mailto:leissigen@youthhostel.ch","Family-friendly","Categoria Ostello della gioventù svizzera BASIC | ibex fairstay gold | Swisstainable Livello III - leading","","Categoria Ostello della gioventù svizzera BASIC | Family-friendly | ibex fairstay gold | Swisstainable Livello III - leading",,"unclassified",,,,,,,,"https://www.youthhostel.ch/de/hostels/leissigen/","https://www.myswitzerland.com/it/alloggi/albergho-per-la-gioventu-leissigen-swiss-lodge/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-albergo-per-la-gioventu-leissigen",
"hotel-albergo-per-la-gioventu-locarno","Albergo per la Gioventù Locarno","Locarno",,"false","Hostel","Hostel","Classificato come Hostel da HotellerieSuisse","Via B. Varenna 18, 6600 Locarno","77","Numero di camere/appartamenti **77**","+41917561500","locarno@youthhostel.ch","mailto:locarno@youthhostel.ch","Biking | Family-friendly | Hiking","Categoria Ostello della gioventù svizzera CLASSIC | ibex fairstay platinum | Swisstainable Livello III - leading","Valutazione su Ginto","Biking | Categoria Ostello della gioventù svizzera CLASSIC | Family-friendly | Hiking | ibex fairstay platinum | Swisstainable Livello III - leading | Valutazione su Ginto",,"unclassified",,,,,,,,"https://www.youthhostel.ch/de/hostels/locarno/","https://www.myswitzerland.com/it/alloggi/albergho-per-la-gioventu-locarno-swiss-lodge/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-albergo-per-la-gioventu-locarno",
"hotel-albergo-per-la-gioventu-losanna-jeunotel","Albergo per la Gioventù Losanna Jeunotel","Lausanne-Vidy",,"false","Hostel","Hostel","Classificato come Hostel da HotellerieSuisse","Ch. du Bois-de-Vaux 36, 1007 Lausanne-Vidy","114","Numero di camere/appartamenti **114**","+41216260222","lausanne@youthhostel.ch","mailto:lausanne@youthhostel.ch","","Categoria Ostello della gioventù svizzera TOP | ibex fairstay gold | Swisstainable Livello III - leading","Valutazione su Ginto","Categoria Ostello della gioventù svizzera TOP | ibex fairstay gold | Swisstainable Livello III - leading | Valutazione su Ginto",,"unclassified",,,,,,,,"https://www.youthhostel.ch/de/hostels/lausanne-jeunotel/","https://www.myswitzerland.com/it/alloggi/lausanne-youth-hostel/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-albergo-per-la-gioventu-losanna-jeunotel",
"hotel-albergo-per-la-gioventu-lucerna","Albergo per la Gioventù Lucerna","Luzern",,"false","Hostel","Hostel","Classificato come Hostel da HotellerieSuisse","Sedelstrasse 12, 6004 Luzern","45","Numero di camere/appartamenti **45**","+41414208800","luzern@youthhostel.ch","mailto:luzern@youthhostel.ch","Biking | Hiking","Categoria Ostello della gioventù svizzera CLASSIC | ibex fairstay gold | Swisstainable Livello III - leading","Valutazione su Ginto","Biking | Categoria Ostello della gioventù svizzera CLASSIC | Hiking | ibex fairstay gold | Swisstainable Livello III - leading | Valutazione su Ginto",,"unclassified",,,,,,,,"https://www.youthhostel.ch/de/hostels/luzern/","https://www.myswitzerland.com/it/alloggi/lucerne-youth-hostel-1/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-albergo-per-la-gioventu-lucerna",
