slug,name,location,starRating,isSuperior,starLabel,hotelType,classificationText,address,roomsCount,roomsLabel,phone,email,emailUrl,specializationTags,certificationTags,accessibilityTags,amenityTags,priceCategory,priceSourceType,priceNightly,priceNightlyChf,sourceCurrency,matchedText,gmName,gmTitle,gmSourceUrl,websiteUrl,mySwitzerlandUrl,detailUrl,externalPriceUrl,sr_selected,sr_selection_reason_codes,sr_selection_reason_labels,sr_selection_buckets,sr_enrichment_status,sr_source_url,sr_page_title,sr_page_description,sr_website_summary,sr_offered_languages,sr_positioning_pillars,sr_positioning_tone,sr_direct_booking_presence,sr_booking_engine_signals,sr_ota_signals,sr_booking_flow_type,sr_amenity_signals,sr_audience_signals,sr_brand_style_signals,sr_market_segment,sr_annual_room_revenue_proxy_chf,sr_occupancy_assumption,sr_scrape_error
hotel-albergo-per-la-gioventu-scuol,Albergo per la Gioventù Scuol,Scuol,,false,Hostel,Hostel,Classificato come Hostel da HotellerieSuisse,"Prà da Faira, 7550 Scuol",45,Numero di camere/appartamenti **45**,+41818623131,scuol@youthhostel.ch,mailto:scuol@youthhostel.ch,Biking | Design | Family-friendly | Hiking | Snowsports,Categoria Ostello della gioventù svizzera TOP | ibex fairstay platinum | Swisstainable Livello III - leading,Valutazione su Ginto,Biking | Categoria Ostello della gioventù svizzera TOP | Design | Family-friendly | Hiking | ibex fairstay platinum | Snowsports | Swisstainable Livello III - leading | Valutazione su Ginto,,unclassified,,,,,,,,https://www.youthhostel.ch/de/hostels/scuol/,https://www.myswitzerland.com/it/alloggi/ostello-della-gioventu/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-albergo-per-la-gioventu-scuol,,false,,,,,,,,,,,,,,,,,,,,,,
hotel-albergo-per-la-gioventu-seelisberg,Albergo per la Gioventù Seelisberg,Seelisberg,,false,Hostel,Hostel,Classificato come Hostel da HotellerieSuisse,"Rütliweg 8, 6377 Seelisberg",5,Numero di camere/appartamenti **5**,+41418205232,seelisberg@youthhostel.ch,mailto:seelisberg@youthhostel.ch,,Categoria Ostello della gioventù svizzera GROUPS ONLY | Swisstainable Livello II - engaged,Valutazione su Ginto,Categoria Ostello della gioventù svizzera GROUPS ONLY | Swisstainable Livello II - engaged | Valutazione su Ginto,,unclassified,,,,,,,,https://www.youthhostel.ch/de/hostels/seelisberg/,,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-albergo-per-la-gioventu-seelisberg,,false,,,,,,,,,,,,,,,,,,,,,,
hotel-albergo-per-la-gioventu-soletta,Albergo per la Gioventù Soletta,Solothurn,,false,Hostel,Hostel,Classificato come Hostel da HotellerieSuisse,"Landhausquai 23, 4500 Solothurn",15,Numero di camere/appartamenti **15**,+41326231706,solothurn@youthhostel.ch,mailto:solothurn@youthhostel.ch,,Categoria Ostello della gioventù svizzera CLASSIC | ibex fairstay platinum | Swisstainable Livello III - leading,Valutazione su Ginto,Categoria Ostello della gioventù svizzera CLASSIC | ibex fairstay platinum | Swisstainable Livello III - leading | Valutazione su Ginto,,unclassified,,,,,,,,https://www.youthhostel.ch/de/hostels/solothurn/,https://www.myswitzerland.com/it/alloggi/solothurn-youth-hostel-1/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-albergo-per-la-gioventu-soletta,,false,,,,,,,,,,,,,,,,,,,,,,
hotel-albergo-per-la-gioventu-st-moritz,Albergo per la Gioventù St. Moritz,St. Moritz-Bad,,false,Hostel,Hostel,Classificato come Hostel da HotellerieSuisse,"Via Surpunt 60, 7500 St. Moritz-Bad",88,Numero di camere/appartamenti **88**,+41818366111,st.moritz@youthhostel.ch,mailto:st.moritz@youthhostel.ch,Biking | Family-friendly | Hiking | Snowsports,Categoria Ostello della gioventù svizzera TOP | ibex fairstay platinum | Swisstainable Livello III - leading,Valutazione su Ginto,Biking | Categoria Ostello della gioventù svizzera TOP | Family-friendly | Hiking | ibex fairstay platinum | Snowsports | Swisstainable Livello III - leading | Valutazione su Ginto,,unclassified,,,,,,,,https://www.youthhostel.ch/de/hostels/st-moritz/,https://www.myswitzerland.com/it/alloggi/albergho-per-la-gioventu-st-moritz-swiss-lodge/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-albergo-per-la-gioventu-st-moritz,,false,,,,,,,,,,,,,,,,,,,,,,
hotel-albergo-per-la-gioventu-stein-am-rhein,Albergo per la Gioventù Stein am Rhein,Stein am Rhein,,false,Hostel,Hostel,Classificato come Hostel da HotellerieSuisse,"Hemishoferstrasse 87, 8260 Stein am Rhein",21,Numero di camere/appartamenti **21**,+41527411255,stein@youthhostel.ch,mailto:stein@youthhostel.ch,Biking | Family-friendly,Categoria Ostello della gioventù svizzera BASIC | ibex fairstay gold | Swisstainable Livello III - leading,Valutazione su Ginto,Biking | Categoria Ostello della gioventù svizzera BASIC | Family-friendly | ibex fairstay gold | Swisstainable Livello III - leading | Valutazione su Ginto,,unclassified,,,,,,,,https://www.youthhostel.ch/de/hostels/stein-am-rhein/,https://www.myswitzerland.com/it/alloggi/jugendherberge-stein-am-rhein/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-albergo-per-la-gioventu-stein-am-rhein,,false,,,,,,,,,,,,,,,,,,,,,,
hotel-albergo-per-la-gioventu-valbella-lenzerheide,Albergo per la Gioventù Valbella-Lenzerheide,Valbella-Lenzerheide,,false,Hostel,Hostel,Classificato come Hostel da HotellerieSuisse,"Voa Sartons 41, 7077 Valbella-Lenzerheide",38,Numero di camere/appartamenti **38**,+41813841208,valbella@youthhostel.ch,mailto:valbella@youthhostel.ch,Biking | Family-friendly | Hiking | Snowsports,Categoria Ostello della gioventù svizzera CLASSIC | ibex fairstay platinum | Swisstainable Livello III - leading,Valutazione su Ginto,Biking | Categoria Ostello della gioventù svizzera CLASSIC | Family-friendly | Hiking | ibex fairstay platinum | Snowsports | Swisstainable Livello III - leading | Valutazione su Ginto,,unclassified,,,,,,,,https://www.youthhostel.ch/de/hostels/valbella-lenzerheide/,https://www.myswitzerland.com/it/alloggi/albergho-per-la-gioventu-valbella-swiss-lodge/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-albergo-per-la-gioventu-valbella-lenzerheide,,false,,,,,,,,,,,,,,,,,,,,,,
hotel-albergo-per-la-gioventu-zermatt,Albergo per la Gioventù Zermatt,Zermatt,,false,Hostel,Hostel,Classificato come Hostel da HotellerieSuisse,"Staldenweg 5, 3920 Zermatt",47,Numero di camere/appartamenti **47**,+41279672320,zermatt@youthhostel.ch,mailto:zermatt@youthhostel.ch,Biking | Hiking | Snowsports,Categoria Ostello della gioventù svizzera TOP | ibex fairstay platinum | Swisstainable Livello III - leading,Valutazione su Ginto,Biking | Categoria Ostello della gioventù svizzera TOP | Hiking | ibex fairstay platinum | Snowsports | Swisstainable Livello III - leading | Valutazione su Ginto,,unclassified,,,,,,,,https://www.youthhostel.ch/de/hostels/zermatt/,https://www.myswitzerland.com/it/alloggi/zermatt-youth-hostel-1/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-albergo-per-la-gioventu-zermatt,,false,,,,,,,,,,,,,,,,,,,,,,
hotel-albergo-per-la-gioventu-zugo,Albergo per la Gioventù Zugo,Zug,,false,Hostel,Hostel,Classificato come Hostel da HotellerieSuisse,"Allmendstrasse 8, 6300 Zug",22,Numero di camere/appartamenti **22**,+41417115354,zug@youthhostel.ch,mailto:zug@youthhostel.ch,Family-friendly,Categoria Ostello della gioventù svizzera CLASSIC | ibex fairstay platinum | Swisstainable Livello III - leading,Valutazione su Ginto,Categoria Ostello della gioventù svizzera CLASSIC | Family-friendly | ibex fairstay platinum | Swisstainable Livello III - leading | Valutazione su Ginto,,unclassified,,,,,,,,https://www.youthhostel.ch/de/hostels/zug/,https://www.myswitzerland.com/it/alloggi/zug-youth-hostel-1/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-albergo-per-la-gioventu-zugo,,false,,,,,,,,,,,,,,,,,,,,,,
hotel-albergo-per-la-gioventu-zurigo,Albergo per la Gioventù Zurigo,Zürich,,false,Hostel,Hostel,Classificato come Hostel da HotellerieSuisse,"Mutschellenstrasse 114, 8038 Zürich",76,Numero di camere/appartamenti **76**,+41433997800,zuerich@youthhostel.ch,mailto:zuerich@youthhostel.ch,Biking | Design | Family-friendly | Seminars,Categoria Ostello della gioventù svizzera TOP | ibex fairstay platinum | Swisstainable Livello III - leading,Valutazione su Ginto,Biking | Categoria Ostello della gioventù svizzera TOP | Design | Family-friendly | ibex fairstay platinum | Seminars | Swisstainable Livello III - leading | Valutazione su Ginto,,unclassified,,,,,,,,https://www.youthhostel.ch/de/hostels/zuerich/,https://www.myswitzerland.com/it/alloggi/ostello-della-gioventu-di-zurigo/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-albergo-per-la-gioventu-zurigo,,false,,,,,,,,,,,,,,,,,,,,,,
hotel-albergo-ristorante-la-palma,Albergo Ristorante La Palma,Bissone,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Piazza Borromini, 6816 Bissone",10,Numero di camere/appartamenti **10**,+41916498406,info@palmabissone.ch,mailto:info@palmabissone.ch,,,,,,unclassified,,,,,,,,http://www.palmabissone.ch/,https://www.myswitzerland.com/it/alloggi/albergo-ristorante-la-palma/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-albergo-ristorante-la-palma,,false,,,,,,,,,,,,,,,,,,,,,,
hotel-albergo-ristorante-svizzero,Albergo Ristorante Svizzero,Capolago,2,false,albergo 2 stelle,Hotel,Classificato come albergo 2 stelle da HotellerieSuisse,"Via Famiglia Avvocato Scacchi 13, 6825 Capolago",23,Numero di camere/appartamenti **23**,+41916481975,info@albergoristorantesvizzero.com,mailto:info@albergoristorantesvizzero.com,,,,,Premium,verified-external,704,573.76,USD,from **$704**,,,,http://www.albergoristorantesvizzero.com/,https://www.myswitzerland.com/it/alloggi/albergo-ristorante-svizzero/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-albergo-ristorante-svizzero,https://www.trivago.ca/en-CA/oar/hotel-albergo-ristorante-svizzero-capolago?search=100-1856225,true,premium_price_category | high_adr,Premium price category | High ADR proxy,premium_or_luxury | high_adr,enriched,http://www.albergoristorantesvizzero.com/,Albergo Ristorante Svizzero - Albergo Ristorante Svizzero Capolago,"Albergo Ristorante Svizzero a Capolago offre confortevoli camere, perfette per trascorrere un soggiorno tranquillo. A pochi passi dal Monte Generoso.","L'Albergo Ristorante Svizzero is a charming 19th-century inn offering simple and comfortable rooms, ideal for a tranquil stay and exploring the beauty of the region. Guests can enjoy Mediterranean cuisine at the on-site restaurant, which is renowned for its passion for gastronomy and diverse offerings.",Italian,family-run service | Mediterranean cuisine | tranquil getaway | regional exploration,homely-comfort,true,Check availability prompt | Best price guarantee | Special offers section,,native_direct,restaurant | free WiFi | event hosting | room service,couples | families | food lovers | travelers,homey atmosphere | local heritage | culinary focus,upper_upscale,3275366,0.68,
hotel-alex-lake-zuerich,Alex Lake Zürich,Thalwil,5,false,albergo 5 stelle,Hotel,Classificato come albergo 5 stelle da HotellerieSuisse,"Seestrasse 182, 8800 Thalwil",43,Numero di camere/appartamenti **43**,+41445529999,guestservices@alexlakezurich.com,mailto:guestservices@alexlakezurich.com,Design,Swisstainable Livello III - leading,Valutazione su Ginto,Design | Swisstainable Livello III - leading | Valutazione su Ginto,Premium,verified-external,444,361.86,USD,View all 11 deals from $444,Madeleine Löhner,Hotel Manager,https://alexlakezurich.com/en/,https://www.alexlakezurich.com/,https://www.myswitzerland.com/it/alloggi/alex-lake-zuerich/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-alex-lake-zuerich,https://www.tripadvisor.ca/Hotel_Review-g1068932-d17431781-Reviews-Alex_Lake_Zurich-Thalwil.html,true,premium_price_category | five_star_signal,Premium price category | Five-star signal,premium_or_luxury | premium_or_luxury,enriched,https://www.alexlakezurich.com/,Alex Lake Zürich,,"Alex Lake Zürich is a luxury hotel located by Lake Zurich, offering a range of services including dining, events, and accommodations. The hotel features elegant rooms and a serene atmosphere, perfect for relaxation and upscale gatherings.",EN | German | Italian,luxury lakeside experience | fine dining | event hosting | wellness | scenic views | Spa,understated-luxury,true,Book online link prominently displayed | SimpleBooking engine,,native_direct,spa | restaurant | event spaces | bar | Meeting rooms | Suites | Design | Swisstainable Livello III - leading | Valutazione su Ginto,couples | business travelers | wellness guests | event planners | Groups and events,elegance | modern design | natural luxury | Boutique | Luxury cues,luxury,3861987,0.68,
hotel-alexander-guesthouse,Alexander Guesthouse,Zürich,2,false,albergo 2 stelle,Hotel,Classificato come albergo 2 stelle da HotellerieSuisse,"Zähringerstrasse 16, 8001 Zürich",20,Numero di camere/appartamenti **20**,+41442518203,info@alexander.guesthouse.ch,mailto:info@alexander.guesthouse.ch,,,,,,verified-external,228,185.82,USD,View all 9 deals from $228,Elisa Roniger,General Manager,https://www.alexander-guesthouse.ch/en/contact,https://www.alexander-guesthouse.ch/,https://www.myswitzerland.com/it/alloggi/hotel-alexander-guesthouse/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-alexander-guesthouse,https://www.tripadvisor.ca/Hotel_Review-g188113-d291647-Reviews-Alexander_Guesthouse-Zurich.html,false,,,,,,,,,,,,,,,,,,,,,,
hotel-all-in-one-hotel-inn-lodge,All In One Hotel Inn Lodge,Celerina/Schlarigna,0,false,Swiss Lodge,Swiss Lodge,Classificato come Swiss Lodge da HotellerieSuisse,"Via Nouva 3, 7505 Celerina/Schlarigna",53,Numero di camere/appartamenti **53**,+41818344795,info@innlodge.ch,mailto:info@innlodge.ch,Biking | Snowsports,,Valutazione su Ginto,Biking | Snowsports | Valutazione su Ginto,,verified-external,235,191.52,USD,View all 9 deals from $235,,,,http://www.innlodge.ch/,https://www.myswitzerland.com/it/alloggi/all-in-one-hotel-inn-lodge/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-all-in-one-hotel-inn-lodge,https://www.tripadvisor.ca/Hotel_Review-g188088-d1012254-Reviews-ALL_IN_ONE_HOTEL_INN_LODGE-Celerina_Engadin_St_Moritz_Canton_of_Graubunden_Swiss_Alps.html,false,,,,,,,,,,,,,,,,,,,,,,
hotel-allegro-alpin-lodge,Allegro Alpin Lodge,Einsiedeln,0,false,Swiss Lodge,Swiss Lodge,Classificato come Swiss Lodge da HotellerieSuisse,"Lincolnweg 23, 8840 Einsiedeln",20,Numero di camere/appartamenti **20**,+41554188888,info@hotel.allegro.ch,mailto:info@hotel.allegro.ch,,,,,,verified-external,340,277.1,USD,[Hostels in Andermatt](https://www.momondo.com/hotels/hostels-in-andermatt-40680.ksp) from $340,,,,https://www.hotel-allegro.ch/de/schlafen/alpinlodge,https://www.myswitzerland.com/it/alloggi/annuntiata-stiftung-einsiedeln/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-allegro-alpin-lodge,https://www.momondo.com/hotels/einsiedeln/Pilgerhaus-Allegro.mhd2506740.ksp,false,,,,,,,,,,,,,,,,,,,,,,
hotel-alma-hotel,Alma Hotel,Zürich,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Mainaustrasse 24, 8008 Zürich",20,Numero di camere/appartamenti **20**,,info@almahotel.ch,mailto:info@almahotel.ch,Design,Swisstainable Livello III - leading,Valutazione su Ginto,Design | Swisstainable Livello III - leading | Valutazione su Ginto,,verified-external,337,274.65,USD,View all 8 deals from $337,,,,https://www.almahotel.ch/,https://www.myswitzerland.com/it/alloggi/alma-hotel/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-alma-hotel,https://www.tripadvisor.ca/Hotel_Review-g188113-d242007-Reviews-Alma_Hotel-Zurich.html,false,,,,,,,,,,,,,,,,,,,,,,
hotel-alp-art-hotel,Alp Art Hotel,Collombey,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Chemin du Verger 5, 1868 Collombey",80,Numero di camere/appartamenti **80**,+41244201176,info@alparthotel.ch,mailto:info@alparthotel.ch,Aparthotel | Biking,,Valutazione su Ginto,Aparthotel | Biking | Valutazione su Ginto,,verified-external,181,147.51,USD,View all 4 deals from $181,,,,https://www.alparthotel.ch/,https://www.myswitzerland.com/it/alloggi/alp-art-hotel-2/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-alp-art-hotel,https://www.tripadvisor.com/Hotel_Review-g7656105-d26350704-Reviews-Alp_Art_Hotel-Collombey_Canton_of_Valais_Swiss_Alps.html,false,,,,,,,,,,,,,,,,,,,,,,
hotel-alpen-resort-hotel-spa,Alpen Resort Hotel & Spa,Zermatt,4,false,albergo 4 stelle,Hotel,Classificato come albergo 4 stelle da HotellerieSuisse,"Spissstrasse 52, 3920 Zermatt",55,Numero di camere/appartamenti **55**,,info@alpenresort.com,mailto:info@alpenresort.com,Biking | Hiking | Snowsports | Wellness,,,Biking | Hiking | Snowsports | Wellness,Premium,verified-external,980,798.7,USD,View all deals from $980,,,,https://www.alpenresort.com/,https://www.myswitzerland.com/it/alloggi/best-western-hotel-alpen-resort/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-alpen-resort-hotel-spa,https://www.tripadvisor.com/ShowUserReviews-g188098-d227521-r967519609-Alpen_Resort_Hotel-Zermatt_Canton_of_Valais_Swiss_Alps.html,true,premium_price_category | high_adr,Premium price category | High ADR proxy,premium_or_luxury | high_adr,enriched,https://www.alpenresort.com/,Hotel Alpen Resort & Spa - Zermatt: Holidays with a difference,"A vacation in Zermatt becomes a highlight through our varied cuisine, our comfortable rooms and of course the sensational spa area.","The Alpen Resort & Spa, located in Zermatt, offers a perfect base for outdoor enthusiasts with activities such as hiking and skiing. This 4-star hotel features a wellness area, a variety of gastronomic options, and is family-run for generations.",English | German | French | Italian,wellness | skiing | gastronomy | family-friendly | Spa | Restaurant,luxury,true,Book Now buttons available for multiple languages and currencies | Best price guarantee and direct booking advantages offered | SimpleBooking engine | Buchen CTA,,native_direct,wellness area | restaurant | ski services | Spa | Wellness | Bar | Pool | Suites | Family-friendly | Biking,families | skiers | wellness guests | Wellness travelers | Ski travelers,alpine elegance | modern design | Alpine aesthetic | Modern | Luxury cues,luxury,10903054,0.68,
hotel-alpenblick-bergrestaurant-hotel,Alpenblick Bergrestaurant & Hotel,Arosa,0,false,Swiss Lodge,Swiss Lodge,Classificato come Swiss Lodge da HotellerieSuisse,"Ifängiweg 9, 7050 Arosa",12,Numero di camere/appartamenti **12**,,post@alpenblickarosa.ch,mailto:post@alpenblickarosa.ch,,,,,,unclassified,,,,,,,,https://www.alpenblickarosa.ch/,https://www.myswitzerland.com/it/alloggi/alpenblick-bergrestaurant-hotel/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-alpenblick-bergrestaurant-hotel,,false,,,,,,,,,,,,,,,,,,,,,,
hotel-alpengold-davos,AlpenGold Davos,Davos Dorf,5,false,albergo 5 stelle,Hotel,Classificato come albergo 5 stelle da HotellerieSuisse,"Baslerstrasse 9, 7260 Davos Dorf",216,Numero di camere/appartamenti **216**,+41814140400,info@alpengoldhotel.com,mailto:info@alpengoldhotel.com,Congresses | Design | Family & More | Snowsports,Swisstainable Livello I - committed,Valutazione su Ginto,Congresses | Design | Family & More | Snowsports | Swisstainable Livello I - committed | Valutazione su Ginto,Premium,verified-external,427,348,USD,$427 nightly,,,,https://alpengoldhotel.com/,https://www.myswitzerland.com/it/alloggi/intercontinental-davos/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-alpengold-davos,https://www.hotels.com/ho437919/alpengold-hotel-davos-switzerland/,true,premium_price_category | five_star_signal | large_hotel,Premium price category | Five-star signal | Large hotel footprint,premium_or_luxury | premium_or_luxury | large_hotel,enriched,https://alpengoldhotel.com/,Luxus 5 Sterne Hotel & Spa Davos | AlpenGold,Alpine Eleganz trifft weltweite Offenheit. Ein luxuriöses Refugium mit Blick auf den Davosersee und modernem Komfort.,"The AlpenGold Hotel in Davos offers a unique blend of alpine charm and modern luxury, situated by the forest and overlooking the Davosersee. The hotel features accommodations designed for comfort, a variety of dining options celebrating local and international cuisine, and a wellness spa for relaxation. It is positioned as a retreat that enables guests to find their own space away from home, immersed in nature's beauty.",German | English | Italian,alpine charm | wellness retreat | luxury accommodation | cultural dining experiences | family-friendly | natural scenery,luxury-leisure,true,Direct booking is promoted via 'Reservieren Sie einen Tisch' CTAs for restaurants. | Clear links to accommodation booking options. | Reservieren CTA,,native_direct,spa services | fine dining | wellness center | event spaces | gym | indoor and outdoor pools | Spa | Wellness | Restaurant | Bar,couples | families | wellness guests | business travelers | adventure seekers | Groups and events | Wellness travelers,alpine elegance | modern luxury | natural materials design | holistic wellness approach | Design-led | Alpine aesthetic | Modern,luxury,18656698,0.68,
